"mice1","mice2"
9.50328885761698,8.35974037298477
11.4583388980142,11.1754527273294
6.69908714102452,10.8852862674491
6.76547310177842,4.95731011889329
9.97453827442252,8.59240978195337
9.29414407114785,6.25751335112741
11.2425791931273,10.6360503126818
6.00365318140821,4.7547119429375
9.69084697239434,6.21750173115361
11.2546439963636,9.34767228671418
9.41759145128669,4.34522522419689
10.1596369374599,4.40247758201114
10.0095170810996,8.91776686781407
8.6915193209578,7.75276827889423
3.51483400178731,4.27532635811445
3.32016551205821,2.82666654275168
9.68542658312472,4.25389777635767
7.10788970698342,9.22701734721057
8.26083745590347,4.57703652665421
3.3472256351445,2.46231923635121
10.5588808046187,9.6673764258353
3.39798718687798,4.40247758201114
9.96999864183363,6.69821250492852
9.09015789861251,6.50070684317122
6.62751361884912,7.52393103680274
10.2632791620306,8.37160465508127
10.4547237609518,5.92966659900935
8.41367652914721,9.54184083527792
9.38614117119767,4.92341876572098
11.5126581959952,9.3188533981018
10.9892162414557,8.54270976898661
13.7193329315183,13.7768119134285
9.45233086619772,8.99048920526181
10.7239071614169,9.79297750833707
10.9247552024502,9.64405453243467
8.22326945744881,5.23758905295884
11.9877858916837,9.07556167583394
8.05941745175425,3.17017680163412
10.3247959634513,3.19737381239321
9.10927177465464,4.48453001199514
10.2786914869951,9.0571394824515
10.199343558233,10.3557321006169
7.12560547665524,3.33223741236221
8.25232268875857,5.43175946550192
9.74245851101964,11.7355320764186
6.22538652600791,4.44184838634889
13.1431749824957,12.4943748753513
8.95377921615317,9.50028202313971
9.03425101684634,9.2032592057655
8.47419879870503,4.50157627674841
10.2787823668076,6.06571997985005
8.88764618598608,10.0421391355471
7.85959533058495,9.37080344439977
9.57456638449976,10.0176403198372
10.7596501708924,6.63359645324598
8.26771968767381,9.17220503282378
9.32997481751462,3.87868864387789
9.42895567614123,5.90196717598251
9.13681351227292,9.47039162922733
7.62222715379513,8.03958749478747
9.25737638196604,6.43058300417503
9.2861654757841,5.17254495077387
6.50158311442964,6.91877024827856
10.6681180210201,11.0026280799714
10.9254268371571,10.0605316061927
12.3327556888521,11.8420558885026
9.01159111050395,9.71111284303523
8.63288284332899,10.587880371329
11.961275122056,9.34341401599287
9.94374018972265,9.70944401437105
10.9032833119333,9.2097696923654
9.5806168166528,9.76669289021524
9.38556921018976,7.4937849259359
6.37997263569094,7.41128212791976
8.43348613955656,9.23012052749121
8.91753508429681,6.47790597459809
7.2469707110782,9.09508719734669
10.2099565869907,9.31250049421885
5.45767878658488,8.29765158803413
10.3574798619498,8.73715496860086
8.34834949607628,7.97532251928253
7.29231005769297,3.9607235163743
10.6783005252936,6.14880947052974
9.07684982838406,7.75025820019549
9.7014798873381,11.1455471974395
10.8948035781619,9.98818798994107
5.41937439627213,4.00315500335281
9.40686967141902,6.07954067819613
3.28105208427137,7.61179560561352
9.91134889955347,9.95122932076613
12.4413343774209,7.50553776495265
10.0664495702583,8.6389767238562
9.79647676637397,8.40562082697378
9.34690333915207,9.92563750640456
10.373060125206,7.72958422525337
5.74686020763486,9.23934862730098
7.7384202690513,4.43991567697381
8.75189517456831,4.74327031317631
8.64993564082344,6.91160280757701
6.81912346713591,5.87335030799528
9.91506412141268,5.20215865300383
10.5451928273279,10.5017638233019
10.392611343838,4.5300845758202
2.06697749939256,3.39908812559815
8.12835170789587,5.4474636970365
12.0589999460865,12.1442200289001
6.14093994938563,8.64874410719443
3.58095882857892,4.40247758201114
12.86874497725,7.72886267526334
13.7283814239613,12.6375336410383
3.34246512351464,5.13904731798942
12.7824350028005,12.1962467865122
12.4235153469333,11.1539302211361
11.363085278477,9.06515958672124
3.96544491832667,4.12618678291389
11.5793690298394,10.9688890493815
3.70217625532747,5.02722331278762
9.29054730895789,7.91301434367099
6.94519673077801,3.93128722726441
4.43703692609189,2.0728562248907
4.88625691649717,3.61354124638121
4.46119792811888,9.81593206741141
7.3967886624499,6.64764872995195
9.24141806240806,6.56830958012823
9.30001199909226,3.56886256263654
4.26750337873835,5.01361122572298
8.21183665003367,2.0805248513073
4.68717966343872,6.22437725750963
4.56747642719261,5.72040586573213
9.22537075155973,5.07380947940934
9.68780749993655,8.33945947443097
2.9918835332642,2.29951101792569
11.9923085949973,9.8567216812856
5.01725361929117,6.54751056283432
5.62965673879491,5.2738806821581
4.71064920087769,5.02667306648622
9.83407480789246,5.31896960455568
9.41139858301981,6.82222048393722
3.91665024758898,3.51843812022144
2.55381235458812,2.90324624503562
5.38534249045055,10.0942620630605
3.26163571041698,3.59710228406292
9.29835095866992,3.14943020322782
9.7621545810005,9.59490080451547
11.4165032316821,9.41630063460468
2.92854975082186,2.86236692347925
12.2006122274372,12.1013881730722
11.4666662620438,11.0244645411456
5.19864924548947,6.361040165505
10.9351294099305,9.88512124832381
9.70230644222187,10.104700433293
7.71037547062468,9.1588262953773
12.2881125320074,9.50223870437796
6.79735244087294,4.60790841377643
4.67377064139633,3.34476171938727
8.53810667170415,5.74862507956153
4.7301696495536,2.98111788764709
11.0744023892872,7.29809932799764
10.7385973520638,9.59283160314705
8.45527072321726,3.51344116350174
8.17451105855836,3.92028184110179
9.98202834168205,11.1118468016354
1.80303134240762,2.68299981757564
14.4186899425819,13.4103986986024
1.8954088418637,2.57712634991714
2.15356618602346,3.17535707871156
8.25866932998481,3.79940251461182
2.40062749827178,2.36552483927374
8.1996372268582,3.561152863045
12.4742747659847,12.0658984707915
3.16938201356674,3.56886256263654
9.09235298362616,6.90995336119515
6.65090737424254,4.87889242959584
4.04005734994429,4.54015566543431
2.07594834926555,3.03752942883542
3.64539992815335,4.00697632181015
2.95351302204605,2.72106699974408
3.85331858729789,4.00396270023278
5.68996059240517,6.09748758158821
10.664810553379,10.9308160532519
3.430160820928,3.34962198824538
10.9941901297793,10.5723996167677
10.7801290080209,10.0519996217133
7.34345328379618,6.78434195440494
2.72738542295991,3.99515129474011
2.40062749827178,2.55979260381106
11.0473245020478,3.38949360418422
11.9980112035649,4.23689008180773
12.0141261785232,9.99676197675041
8.93608377409726,4.29566494789369
12.3097463555673,4.872687392331
2.77075441894277,3.37366251602054
2.83751436564137,4.40247758201114
11.6954923724855,8.47838871341527
2.31925763071983,3.1265376142208
3.13377891786916,4.10760980965836
7.33471863215368,5.04523795297088
10.8977481947353,11.6456855197222
2.94370151598159,2.75697273097933
12.3825401856501,12.2055385371016
11.8288820783221,7.23040169563714
3.76111576710824,3.89741610061751
11.4479711523373,11.4806507978503
9.88202197282489,7.18356393762284
4.67015144816089,5.22754311415455
2.87856278104711,4.19028914002146
13.6178051454382,13.5243649565075
4.01024850868622,4.13936644450932
10.4210367967461,10.1996769780464
14.0257236197435,13.6105287166522
12.3550264279311,11.917621948271
8.5680711172921,2.91192899246344
9.11392569870635,10.261012959479
4.40232429480782,4.95448315960244
5.64001049929995,4.88657972641302
3.07517452336334,3.92572634471531
7.13243217402111,7.07046241754635
10.8942089450205,7.44139755154354
9.95426969472166,10.0510597745799
11.413854253012,6.25644082490107
